14, 473142857, 6
15, 479142857, 6
16, 485142857, 6
17, 491142857, 6
18, 497142857, 6
19, 503142857, 6
20, 509142857, 6
21, 515142857, 6
22, 521142857, 6
23, 527142857, 6
24, 533142857, 6
25, 539142857, 6
26, 545142857, 6
27, 551142857, 6
28, 557142857, 6
29, 563142857, 6
30, 569142857, 6
31, 575142857, 6
32, 581142857, 6
33, 587142857, 6
34, 593142857, 6
35, 599142857, 6
36, 605142857, 6
38, 617142857, 6
39, 623142857, 6
40, 629142857, 6
41, 635142857, 6
42, 641142857, 6
43, 647142857, 6
44, 653142857, 6
45, 659142857, 6
46, 665142857, 6
47, 671142857, 6
48, 677142857, 6
49, 683142857, 6
50, 689142857, 6
51, 695142857, 6
52, 701142857, 6
53, 707142857, 6
54, 713142857, 6
55, 719142857, 6
56, 725142857, 6
57, 731142857, 6
58, 737142857, 6
59, 743142857, 6
60, 749142857, 6
61, 755142857, 6
62, 761142857, 6
