1, 1049480001, 6
2, 1049480002, 6
3, 1087840001, 6
4, 1087840002, 6
5, 1126200001, 6
6, 1126200002, 6
7, 1164560001, 6
8, 1164560002, 6
9, 1164560003, 6
10, 1202920001, 6
11, 1202920002, 6
12, 1202920003, 6
13, 1241280001, 6
14, 1241280002, 6
15, 1241280003, 6
16, 1279640001, 6
17, 1279640002, 6
18, 1318000001, 6
19, 1318000002, 6
20, 1356360001, 6
21, 1356360002, 6
22, 1394720001, 6
23, 1394720002, 6
24, 1394720003, 6
25, 1433080001, 6
26, 1433080002, 6
27, 1433080003, 6
28, 1471440001, 6
29, 1471440002, 6
30, 1471440003, 6

