13, 474000000, 8
14, 482000000, 8
15, 490000000, 8
16, 498000000, 8
17, 506000000, 8
18, 514000000, 8
19, 522000000, 8
20, 530000000, 8
21, 538000000, 8
22, 546000000, 8
23, 554000000, 8
24, 562000000, 8
25, 610000000, 8
26, 618000000, 8
27, 626000000, 8
28, 634000000, 8
29, 642000000, 8
30, 650000000, 8
31, 658000000, 8
32, 666000000, 8
33, 674000000, 8
34, 682000000, 8
35, 690000000, 8
36, 698000000, 8
37, 706000000, 8
38, 714000000, 8
39, 722000000, 8
40, 730000000, 8
41, 738000000, 8
42, 746000000, 8
43, 754000000, 8
44, 762000000, 8
45, 770000000, 8
46, 778000000, 8
47, 786000000, 8
48, 794000000, 8
